-1.601404e6	3.1752865e6	-6.78124e6	-6868.0664	1285.6963	2356.1016	-456762.28	4.7218845e6	-5.864626e6	6048.4937	4025.452	1769.0604	3.2683768e6	7.983753e6	-2.0378632e6	4315.9204	-1889.9086	4226.4243	4.309509e6	-3.1651882e6	-3.9641375e6	1685.0393	6783.7354	-4594.979	904526.6	5.3481855e6	5.7842215e6	-625.4119	-5163.77	4860.3735	6.1603345e6	-569840.4	5.5168695e6	86.238	-6601.4434	-1721.9429	-113314.74	-8.0058255e6	-1.291132e6	1514.1316	920.8408	-6735.3413	-6.593041e6	703017.5	3.2565278e6	-2749.8542	-1906.5938	-6853.3335	-126810.88	-4.628069e6	-6.980149e6	5740.1323	2854.1594	-2076.8052	2.3270658e6	3.1103372e6	6.7176285e6	6893.3926	-1807.8746	-1431.7511
-1.6123929e6	3.1773438e6	-6.77747e6	-6865.7915	1281.1857	2365.7346	-447084.7	4.7283255e6	-5.8617955e6	6049.1724	4018.4353	1777.775	3.2752822e6	7.9807295e6	-2.031101e6	4312.9277	-1897.2188	4228.29	4.312205e6	-3.1543342e6	-3.9714895e6	1675.7195	6790.5806	-4586.406	903526.0	5.339923e6	5.7919985e6	-626.5689	-5170.611	4852.975	6.1604725e6	-580402.7	5.5141145e6	79.339905	-6600.805	-1728.1205	-110892.13	-8.004352e6	-1.3019086e6	1514.2671	930.41254	-6733.7974	-6.597441e6	699966.94	3.2455625e6	-2739.4229	-1907.706	-6858.4863	-117626.67	-4.6235025e6	-6.983472e6	5740.27	2859.1824	-2069.2297	2.3380952e6	3.1074445e6	6.7153375e6	6890.217	-1812.1198	-1440.9198
-1.6233782e6	3.1793935e6	-6.773685e6	-6863.5005	1276.6718	2375.3628	-437406.0	4.734755e6	-5.858951e6	6049.8364	4011.4128	1786.481	3.282183e6	7.977694e6	-2.0243358e6	4309.9272	-1904.5306	4230.151	4.314886e6	-3.1434692e6	-3.9788278e6	1666.3978	6797.3994	-4577.821	902523.5	5.3316505e6	5.799763e6	-627.7246	-5177.4414	4845.5664	6.1605995e6	-590964.0	5.5113495e6	72.43917	-6600.1553	-1734.2971	-108469.305	-8.002863e6	-1.3126826e6	1514.3997	939.9817	-6732.241	-6.601824e6	696914.6	3.2345888e6	-2728.9795	-1908.8141	-6863.6235	-108442.24	-4.6189275e6	-6.9867825e6	5740.398	2864.2	-2061.651	2.3491195e6	3.1045452e6	6.713032e6	6887.026	-1816.3607	-1450.0847
-1.6343598e6	3.1814362e6	-6.769884e6	-6861.1943	1272.1547	2384.9866	-427726.25	4.741173e6	-5.856093e6	6050.486	4004.3843	1795.1783	3.289079e6	7.9746465e6	-2.0175675e6	4306.9185	-1911.8439	4232.007	4.3175525e6	-3.1325935e6	-3.9861522e6	1657.0746	6804.1914	-4569.2236	901519.1	5.3233665e6	5.807516e6	-628.879	-5184.261	4838.148	6.160715e6	-601524.25	5.5085745e6	65.5358	-6599.4927	-1740.473	-106046.266	-8.0013595e6	-1.3234542e6	1514.5293	949.5482	-6730.672	-6.6061905e6	693860.5	3.223607e6	-2718.5242	-1909.9177	-6868.7466	-99257.6	-4.614345e6	-6.990081e6	5740.5156	2869.2124	-2054.0688	2.3601388e6	3.101639e6	6.710712e6	6883.82	-1820.5974	-1459.2458
-1.6453378e6	3.1834718e6	-6.7660685e6	-6858.872	1267.6344	2394.6055	-418045.5	4.74758e6	-5.8532205e6	6051.1206	3997.3496	1803.8672	3.29597e6	7.9715875e6	-2.0107962e6	4303.9014	-1919.1586	4233.8574	4.3202035e6	-3.1217068e6	-3.993463e6	1647.7496	6810.957	-4560.6143	900512.9	5.3150715e6	5.815257e6	-630.03217	-5191.0703	4830.719	6.16082e6	-612083.44	5.50579e6	58.629795	-6598.8184	-1746.648	-103623.016	-7.99984e6	-1.3342234e6	1514.6561	959.1121	-6729.09	-6.61054e6	690804.7	3.212617e6	-2708.057	-1911.0172	-6873.854	-90072.78	-4.609754e6	-6.9933675e6	5740.623	2874.2197	-2046.4836	2.371153e6	3.098726e6	6.7083775e6	6880.599	-1824.83	-1468.4032
-1.6563119e6	3.1855e6	-6.762237e6	-6856.534	1263.1108	2404.2195	-408363.7	4.753976e6	-5.8503345e6	6051.74	3990.309	1812.5475	3.3028562e6	7.968517e6	-2.0040221e6	4300.8765	-1926.4749	4235.703	4.32284e6	-3.1108092e6	-4.00076e6	1638.4231	6817.6963	-4551.993	899504.9	5.306766e6	5.822986e6	-631.184	-5197.8687	4823.2812	6.160914e6	-622641.56	5.502995e6	51.721172	-6598.1323	-1752.822	-101199.56	-7.9983055e6	-1.3449899e6	1514.7799	968.6734	-6727.495	-6.614873e6	687747.06	3.201619e6	-2697.5774	-1912.1123	-6878.947	-80887.78	-4.6051555e6	-6.996642e6	5740.7207	2879.222	-2038.895	2.382162e6	3.0958062e6	6.706028e6	6877.364	-1829.0581	-1477.5568
-1.6672824e6	3.187521e6	-6.75839e6	-6854.1807	1258.5841	2413.8289	-398680.9	4.7603605e6	-5.847434e6	6052.3457	3983.2625	1821.2191	3.3097378e6	7.9654345e6	-1.997245e6	4297.8433	-1933.7926	4237.5435	4.3254615e6	-3.099901e6	-4.0080432e6	1629.0951	6824.409	-4543.3604	898494.94	5.298449e6	5.8307035e6	-632.3346	-5204.6567	4815.833	6.1609965e6	-633198.56	5.5001905e6	44.809948	-6597.4336	-1758.9952	-98775.92	-7.9967555e6	-1.3557539e6	1514.9009	978.232	-6725.8877	-6.619189e6	684687.6	3.1906125e6	-2687.0864	-1913.203	-6884.0244	-71702.63	-4.6005485e6	-6.9999045e6	5740.8086	2884.2188	-2031.3031	2.3931658e6	3.0928798e6	6.7036635e6	6874.114	-1833.282	-1486.7065
-1.678249e6	3.1895348e6	-6.754528e6	-6851.811	1254.0543	2423.4333	-388997.16	4.7667335e6	-5.8445205e6	6052.9365	3976.21	1829.8821	3.3166142e6	7.9623405e6	-1.9904649e6	4294.8022	-1941.1118	4239.3784	4.328068e6	-3.088982e6	-4.0153125e6	1619.7656	6831.095	-4534.7153	897483.25	5.290122e6	5.838409e6	-633.4839	-5211.434	4808.3745	6.1610685e6	-643754.44	5.497376e6	37.896122	-6596.723	-1765.1675	-96352.08	-7.9951905e6	-1.3665152e6	1515.0189	987.7879	-6724.268	-6.6234885e6	681626.5	3.1795982e6	-2676.5833	-1914.2894	-6889.0874	-62517.336	-4.595934e6	-7.0031545e6	5740.8867	2889.2104	-2023.708	2.4041642e6	3.0899465e6	6.701285e6	6870.8486	-1837.5017	-1495.8524
-1.689212e6	3.1915412e6	-6.7506505e6	-6849.426	1249.5212	2433.0332	-379312.47	4.7730955e6	-5.8415925e6	6053.512	3969.1516	1838.5364	3.3234858e6	7.9592345e6	-1.9836819e6	4291.753	-1948.4325	4241.2085	4.33066e6	-3.0780522e6	-4.022568e6	1610.4347	6837.755	-4526.0586	896469.6	5.2817835e6	5.846102e6	-634.6319	-5218.2007	4800.9067	6.161129e6	-654309.2	5.494552e6	30.979708	-6596.0005	-1771.3389	-93928.05	-7.99361e6	-1.3772741e6	1515.134	997.3412	-6722.6353	-6.627771e6	678563.7	3.1685755e6	-2666.0684	-1915.3716	-6894.1353	-53331.918	-4.591311e6	-7.0063925e6	5740.954	2894.197	-2016.1097	2.4151575e6	3.0870065e6	6.6988915e6	6867.569	-1841.717	-1504.9944
-1.700171e6	3.1935405e6	-6.7467575e6	-6847.025	1244.985	2442.628	-369626.84	4.779446e6	-5.838651e6	6054.0737	3962.0872	1847.1821	3.3303528e6	7.956117e6	-1.976896e6	4288.6953	-1955.7545	4243.0337	4.3332365e6	-3.0671118e6	-4.0298098e6	1601.1023	6844.3877	-4517.39	895454.25	5.2734345e6	5.8537835e6	-635.77856	-5224.9565	4793.4287	6.1611785e6	-664862.8	5.491718e6	24.060715	-6595.2656	-1777.5093	-91503.836	-7.992014e6	-1.3880304e6	1515.2462	1006.89166	-6720.9897	-6.6320365e6	675499.06	3.157545e6	-2655.5415	-1916.4493	-6899.1675	-44146.39	-4.5866805e6	-7.009618e6	5741.012	2899.1782	-2008.5082	2.4261458e6	3.0840598e6	6.6964835e6	6864.2744	-1845.9281	-1514.1326
